id,name,field,old,new
usr_ff4acf0b799842fd87bc,Vaibhav Kacholia,bio,"Mr Vaibhav Kacholia — NMIMS Finance MBA of the early 1990s — runs VK Capital Ltd. from Mumbai as a boutique hedge-fund advisory firm specialising in due diligence, portfolio construction, risk management and selected fund- raising for family-office and UHNW clients. His formal career traces through Kotak Securities and Motilal Oswal Financial Services Ltd., and his firm positions itself at the connector point between Indian private wealth and global alternative-investment manager selection. Attends the Conclave from the hedge-fund advisory wing of Indian private wealth, not the listed-markets public arena.",Mr Vaibhav Kacholia — NMIMS Finance MBA of the early 1990s — runs VK Capital Ltd
usr_ff4acf0b799842fd87bc,Vaibhav Kacholia,honours,Prior career: Motilal Oswal Financial Services Limited (wealth management / equity brokerage context) and Kotak Securities — two of India's major institutional-equity and wealth houses. No Padma award verified. No other state-or-national honours independently identified against this specific identifier,Prior career: Motilal Oswal Financial Services Limited (wealth management / equity brokerage context) and Kotak Securities — two of India's major institutional-equity and wealth houses
usr_ee58ccf417d0488f9486,Debolina Partap,designation,"Senior Vice President — Legal and Group General Counsel, Wockhardt Group (Mumbai) — confirmed on the Wockhardt official Team page. Leads a compact global legal team of seven officers handling work across approximately 30 countries and strengthening Wockhardt's international presence across 52 countries. Responsible for all corporate legal work including M&As, IP management, licensing deals, Litigation Management, legal compliance, transactions management, real estate transactions, banking documentation and legal risk management. Advises top management on legal risks to the organisation","Leads a compact global legal team of seven officers handling work across approximately 30 countries and strengthening Wockhardt's international presence across 52 countries. Responsible for all corporate legal work including M&As, IP management, licensing deals, Litigation Management, legal compliance, transactions management, real estate transactions, banking documentation and legal risk management. Advises top management on legal risks to the organisation"
usr_ee58ccf417d0488f9486,Debolina Partap,bio,"Ms Debolina Partap — Gold Medalist LLM from Bombay University; Bengali heritage; Loreto Convent alumna — is Senior Vice President Legal and Group General Counsel of the Wockhardt Group, a post she has held since 2006 after a thirteen-year tenure at IDBI Bank (1993–2006) and a 1990 start as an advocate. Leads a seven-lawyer global team handling legal work across approximately thirty countries, with Wockhardt's international presence spanning fifty-two. Her team has won over a hundred legal-industry awards; she has been thrice recognised as Women General Counsel of the Year and appears on the Legal500 GC Powerlist. One of the very few global GCs who tackle forensics and data analytics. The host group's own senior counsel, attending from Mumbai HQ.","Ms Debolina Partap — Gold Medalist LLM from Bombay University; Bengali heritage; Loreto Convent alumna — is Senior Vice President Legal and Group General Counsel of the Wockhardt Group, a post she has held since 2006 after a thirteen-year tenure at IDBI Bank (1993–2006) and a 1990 start as an advocate. Leads a seven-lawyer global team handling legal work across approximately thirty countries, with Wockhardt's international presence spanning fifty-two. Her team has won over a hundred legal-industry awards; she has been thrice recognised as Women General Counsel of the Year and appears on the Legal500 GC Powerlist. One of the very few global GCs who tackle forensics and data analytics. The host group's own senior counsel, attending from Mumbai HQ"
usr_ee58ccf417d0488f9486,Debolina Partap,honours,"GC Powerlist — Legal500 India (multiple editions). Thrice awarded ""Women General Counsel of the Year"" by renowned legal associations and congresses. Her team has won 100+ awards from internationally and nationally recognised legal organisations. Featured on CEOInsights, BW Legal World, Legal Era ""Distinguished Legal Mind of India"", Legal Era Conclave speaker. One of the very few general counsels globally who handle forensics and data analytics. Significant contribution to COVID-19 vaccine contracts during the pandemic. No Padma award verified","GC Powerlist — Legal500 India (multiple editions). Thrice awarded ""Women General Counsel of the Year"" by renowned legal associations and congresses. Her team has won 100+ awards from internationally and nationally recognised legal organisations. Featured on CEOInsights, BW Legal World, Legal Era ""Distinguished Legal Mind of India"", Legal Era Conclave speaker. One of the very few general counsels globally who handle forensics and data analytics. Significant contribution to COVID-19 vaccine contracts during the pandemic"
usr_bb6780cb3bc9423ab656,Brijesh Dholakia,designation,"Chief Executive Officer, Hari Krishna Exports Pvt. Ltd. (per the company's 2026 blog post and Responsible Jewellery Council interview; register's ""Junior Chief Executive Officer"" styling appears to be an earlier version — recommend refresh to ""Chief Executive Officer""). Concurrently Board Director, Dholakia Foundation — the philanthropic arm focused on community empowerment and environmental protection. Drives flagship initiatives Mission 102030 (plant 10 million trees by 2030) and Mission River (conserve 100 billion litres of water by 2027); the Dholakia Nirman open learning school; and Kisna Nature Park. Representative at international jewellery shows and industry events","Chief Executive Officer, Hari Krishna Exports Pvt. Ltd.; Board Director, Dholakia Foundation."
usr_bb6780cb3bc9423ab656,Brijesh Dholakia,bio,"Mr Brijesh Dholakia — second-generation leader and Chief Executive Officer of Hari Krishna Exports Pvt. Ltd., the Surat-founded, Mumbai-BKC-headquartered diamond house established in 1992 by his uncle Padma Shri Savjibhai Dholakia and three brothers — received the GJEPC Export Award for 2011–12 from then-MoS Commerce & Industry Shri Jyotiraditya Scindia. As a Board Director of the Dholakia Foundation he drives Mission 102030 (ten million trees by 2030) and Mission River (one hundred billion litres of water by 2027) and led the Foundation's delegation to the 2023 UN Water Conference in New York; in 2025 he was present at the inauguration of the CIBJO Lake at Dudhala by CIBJO President Dr Gaetano Cavalieri. Brijesh is not to be conflated with Amit Dholakia (Orritel Group, entry 093) — a different Dholakia family entirely.","Mr Brijesh Dholakia — second-generation leader and Chief Executive Officer of Hari Krishna Exports Pvt. Ltd. , the Surat-founded, Mumbai-BKC-headquartered diamond house established in 1992 by his uncle Padma Shri Savjibhai Dholakia and three brothers — received the GJEPC Export Award for 2011–12 from then-MoS Commerce & Industry Shri Jyotiraditya Scindia. As a Board Director of the Dholakia Foundation he drives Mission 102030 (ten million trees by 2030) and Mission River (one hundred billion litres of water by 2027) and led the Foundation's delegation to the 2023 UN Water Conference in New York; in 2025 he was present at the inauguration of the CIBJO Lake at Dudhala by CIBJO President Dr Gaetano Cavalieri. Brijesh is not to be conflated with Amit Dholakia (Orritel Group, entry 093) — a different Dholakia family entirely"
usr_bb6780cb3bc9423ab656,Brijesh Dholakia,honours,"GJEPC Export Award for 2011–12 received (with Mr Rajeshkumar Malaviya) from Shri Jyotiraditya Scindia, then Hon'ble Minister of State for Commerce & Industry — per HK's own Achievements page. Led the Dholakia Foundation's participation in the 2023 United Nations Water Conference in New York City. Part of HK delegation honoured at the 2024 Hong Kong Trade Show by jewellery Worlds Awards. Inauguration of the World Jewellery Confederation — CIBJO Lake at Dudhala, Amreli on World Water Day 2025 by Dr Gaetano Cavalieri, CIBJO President — Brijesh attended alongside Shri Kaushik Vekariya (MoS, Government of Gujarat), Shri Bharatbhai Sutariya (MP, Amreli) and three state MLAs. Corporate footprint: Hari Krishna Exports Pvt. Ltd. — headquartered at 1701, The Capital, B Wing (17th Floor), Bandra Kurla Complex, Bandra (East), Mumbai 400051; manufacturing units at Surat, Gujarat; founded 1992 by Savjibhai Dholakia and his three brothers; over 33 years in diamond sourcing, cutting, polishing and export; recipient of GJEPC Annual Export Awards from 2002–03 to 2011– 12 (ten consecutive years); Stevie International Business Award — ""Company of the Year, Manufacturing"" (2014) and ""Fastest-Growing Company of the Year, Asia, Australia and New Zealand"". No Padma award verified against Brijesh personally; his uncle Savjibhai holds the Padma Shri (2022)","GJEPC Export Award for 2011–12 received (with Mr Rajeshkumar Malaviya) from Shri Jyotiraditya Scindia, then Hon'ble Minister of State for Commerce & Industry — per HK's own Achievements page. Led the Dholakia Foundation's participation in the 2023 United Nations Water Conference in New York City. Part of HK delegation honoured at the 2024 Hong Kong Trade Show by jewellery Worlds Awards. Inauguration of the World Jewellery Confederation — CIBJO Lake at Dudhala, Amreli on World Water Day 2025 by Dr Gaetano Cavalieri, CIBJO President — Brijesh attended alongside Shri Kaushik Vekariya (MoS, Government of Gujarat), Shri Bharatbhai Sutariya (MP, Amreli) and three state MLAs. Corporate footprint: Hari Krishna Exports Pvt. Ltd"
usr_bb6780cb3bc9423ab656,Brijesh Dholakia,qualifications,Formal academic qualifications not publicly documented against this specific identity in open sources,
usr_4f01f852f69a419d871a,Anup Dandvani,designation,"Senior Sales Manager, PayPal (India), Mumbai — confirmed on LinkedIn and aggregator profiles. Prior employers: Reichpay, PayGlocal Technologies, and PingPong — all cross-border fintech / payments companies. Active participant in the PayPal India Summit and PayPal Surat Mega Event convenings","Prior employers: Reichpay, PayGlocal Technologies, and PingPong — all cross-border fintech / payments companies. Active participant in the PayPal India Summit and PayPal Surat Mega Event convenings"
